nroventa,fechaventa,idcliente,idproducto,idsucursal,tipopago,cantidad,precio,observacion
945,2001-06-11 00:00:00.000,457,5,1,CR,2.0,90000.0,
948,2001-06-23 00:00:00.000,272,39,10,CN,3.0,32970.0,
951,2001-07-17 00:00:00.000,215,13,1,CR,3.0,479700.0,
962,2001-09-18 00:00:00.000,281,44,1,CN,1.0,23980.0,
970,2001-11-02 00:00:00.000,399,41,8,CR,3.0,90000.0,
972,2001-11-14 00:00:00.000,367,17,8,CR,3.0,687000.0,
989,2002-02-11 00:00:00.000,372,1,8,CN,1.0,39900.0,
990,2002-02-11 00:00:00.000,394,19,10,CN,2.0,600000.0,
998,2002-03-15 00:00:00.000,323,1,8,CR,4.0,159600.0,
1000,2002-03-23 00:00:00.000,459,19,8,CR,3.0,900000.0,
1003,2002-04-05 00:00:00.000,244,1,8,CN,1.0,39900.0,
1004,2002-04-15 00:00:00.000,402,44,10,CN,3.0,71940.0,
1006,2002-04-25 00:00:00.000,364,32,1,CR,2.0,518000.0,
1007,2002-04-29 00:00:00.000,365,15,10,CR,3.0,570000.0,
1011,2002-05-23 00:00:00.000,342,14,1,CN,4.0,800000.0,
1012,2002-06-01 00:00:00.000,386,6,8,CR,2.0,110000.0,
1015,2002-06-25 00:00:00.000,288,33,8,CR,3.0,567000.0,
1016,2002-06-28 00:00:00.000,224,6,8,CN,1.0,55000.0,
1019,2002-07-14 00:00:00.000,261,1,8,CR,4.0,159600.0,
1020,2002-07-23 00:00:00.000,459,42,10,CR,1.0,7980.0,
1022,2002-08-12 00:00:00.000,459,25,10,CR,2.0,281800.0,
1025,2002-08-25 00:00:00.000,260,26,10,CN,3.0,543000.0,
1026,2002-08-30 00:00:00.000,217,26,8,CR,3.0,543000.0,
1029,2002-09-16 00:00:00.000,459,13,8,CR,3.0,479700.0,
1053,2003-02-01 00:00:00.000,287,42,1,CN,2.0,15960.0,
1061,2003-03-17 00:00:00.000,1,28,10,CR,1.0,190000.0,
1062,2003-03-22 00:00:00.000,232,42,10,CR,1.0,7980.0,
1064,2003-03-26 00:00:00.000,423,41,1,CR,3.0,90000.0,
1068,2003-04-16 00:00:00.000,215,39,8,CR,1.0,10990.0,
1069,2003-04-19 00:00:00.000,318,4,1,CR,2.0,61800.0,
1070,2003-04-26 00:00:00.000,323,14,10,CR,3.0,600000.0,
1075,2003-05-13 00:00:00.000,313,20,1,CR,2.0,221800.0,
1077,2003-05-29 00:00:00.000,399,5,1,CR,4.0,180000.0,
1078,2003-06-02 00:00:00.000,374,43,8,CR,2.0,27960.0,
1081,2003-06-16 00:00:00.000,409,25,10,CN,3.0,422700.0,
1098,2003-10-09 00:00:00.000,374,26,10,CR,4.0,724000.0,
1099,2003-10-14 00:00:00.000,443,17,1,CR,4.0,916000.0,
1100,2003-10-23 00:00:00.000,385,43,10,CN,2.0,27960.0,
1105,2003-11-16 00:00:00.000,232,5,8,CR,3.0,135000.0,
1106,2003-11-27 00:00:00.000,457,9,1,CR,3.0,419700.0,
1107,2003-11-27 00:00:00.000,294,23,10,CN,4.0,563600.0,
1127,2004-03-05 00:00:00.000,370,18,10,CR,2.0,518000.0,
1132,2004-04-08 00:00:00.000,372,5,10,CR,3.0,135000.0,
1133,2004-04-12 00:00:00.000,350,37,10,CR,3.0,957000.0,
1134,2004-04-22 00:00:00.000,453,26,8,CR,2.0,362000.0,
1135,2004-04-24 00:00:00.000,443,44,10,CN,4.0,95920.0,
1138,2004-05-07 00:00:00.000,327,45,8,CR,3.0,98970.0,
1139,2004-05-12 00:00:00.000,298,36,8,CR,1.0,359000.0,
1140,2004-05-15 00:00:00.000,367,37,1,CR,1.0,319000.0,
1142,2004-05-31 00:00:00.000,282,45,8,CN,1.0,32990.0,
1144,2004-06-09 00:00:00.000,409,10,8,CN,2.0,238000.0,
1147,2004-06-28 00:00:00.000,339,5,8,CR,3.0,135000.0,
1156,2004-07-23 00:00:00.000,3,43,8,CN,1.0,13980.0,
1160,2004-08-05 00:00:00.000,287,3,10,CR,1.0,68900.0,
1161,2004-08-11 00:00:00.000,439,14,10,CR,4.0,800000.0,
1167,2004-09-23 00:00:00.000,383,1,8,CR,4.0,159600.0,
1168,2004-09-30 00:00:00.000,5,2,8,CR,3.0,164700.0,
1169,2004-10-01 00:00:00.000,409,16,10,CR,3.0,627000.0,
1170,2004-10-06 00:00:00.000,386,34,8,CN,3.0,597000.0,
1177,2004-11-15 00:00:00.000,367,44,10,CN,2.0,47960.0,
1178,2004-11-17 00:00:00.000,394,3,10,CN,1.0,68900.0,
1186,2004-12-15 00:00:00.000,459,17,10,CN,1.0,229000.0,
1187,2004-12-19 00:00:00.000,221,3,1,CR,1.0,68900.0,
1190,2004-12-29 00:00:00.000,261,4,10,CR,4.0,123600.0,
1195,2005-01-22 00:00:00.000,423,38,8,CR,1.0,4990.0,
1199,2005-01-29 00:00:00.000,453,21,8,CN,1.0,120900.0,
1200,2005-02-08 00:00:00.000,327,8,1,CN,4.0,519600.0,
1213,2005-03-25 00:00:00.000,359,14,10,CN,3.0,600000.0,
1215,2005-04-06 00:00:00.000,355,37,10,CR,2.0,638000.0,
1216,2005-04-15 00:00:00.000,287,25,1,CR,2.0,281800.0,
1218,2005-05-05 00:00:00.000,266,5,8,CR,4.0,180000.0,
1221,2005-05-20 00:00:00.000,355,35,1,CN,2.0,438000.0,
1225,2005-06-22 00:00:00.000,392,43,10,CR,2.0,27960.0,
1230,2005-08-01 00:00:00.000,288,9,1,CR,3.0,419700.0,
1231,2005-08-11 00:00:00.000,356,43,8,CR,2.0,27960.0,
1232,2005-08-12 00:00:00.000,462,42,1,CR,3.0,23940.0,
1237,2005-09-08 00:00:00.000,215,29,1,CR,4.0,840000.0,
1239,2005-09-27 00:00:00.000,364,2,8,CR,2.0,109800.0,
1241,2005-10-12 00:00:00.000,272,9,10,CN,3.0,419700.0,
1243,2005-10-14 00:00:00.000,364,18,1,CR,2.0,518000.0,
1247,2005-10-25 00:00:00.000,232,23,8,CN,3.0,422700.0,
1250,2005-11-16 00:00:00.000,323,12,1,CR,3.0,509700.0,
1255,2005-12-04 00:00:00.000,244,38,8,CN,1.0,4990.0,
1260,2006-01-08 00:00:00.000,359,33,1,CR,2.0,378000.0,
1262,2006-01-20 00:00:00.000,450,40,1,CN,3.0,62970.0,
1266,2006-01-31 00:00:00.000,206,19,10,CR,1.0,300000.0,
1268,2006-02-16 00:00:00.000,292,30,1,CN,1.0,240000.0,
1269,2006-02-27 00:00:00.000,217,27,10,CN,3.0,513000.0,
1273,2006-03-25 00:00:00.000,459,10,8,CR,2.0,238000.0,
1279,2006-04-25 00:00:00.000,319,1,10,CR,1.0,39900.0,
1283,2006-05-21 00:00:00.000,253,28,1,CN,2.0,380000.0,
1285,2006-06-04 00:00:00.000,342,35,10,CR,1.0,219000.0,
1294,2006-07-26 00:00:00.000,239,43,10,CR,1.0,13980.0,
1295,2006-08-04 00:00:00.000,1,16,10,CR,4.0,836000.0,
1303,2006-09-13 00:00:00.000,394,32,8,CN,1.0,259000.0,
1308,2006-10-10 00:00:00.000,253,26,8,CR,3.0,543000.0,
1310,2006-10-17 00:00:00.000,239,14,1,CN,2.0,400000.0,
1320,2006-12-06 00:00:00.000,217,38,1,CR,4.0,19960.0,
1323,2006-12-29 00:00:00.000,271,19,8,CR,4.0,1200000.0,
1328,2007-02-02 00:00:00.000,298,41,1,CR,1.0,30000.0,
1331,2007-02-14 00:00:00.000,239,10,10,CN,1.0,119000.0,
1339,2007-03-25 00:00:00.000,408,44,8,CN,3.0,71940.0,
1340,2007-04-03 00:00:00.000,329,19,10,CN,2.0,600000.0,
1348,2007-05-11 00:00:00.000,450,12,1,CR,2.0,339800.0,
1354,2007-06-01 00:00:00.000,459,9,8,CN,3.0,419700.0,
1358,2007-06-30 00:00:00.000,275,3,1,CR,1.0,68900.0,
1359,2007-07-06 00:00:00.000,372,12,1,CN,1.0,169900.0,
1360,2007-07-13 00:00:00.000,208,19,1,CN,1.0,300000.0,
1363,2007-07-30 00:00:00.000,276,31,8,CR,3.0,843000.0,
1365,2007-08-06 00:00:00.000,304,15,8,CR,2.0,380000.0,
1368,2007-08-19 00:00:00.000,203,18,1,CN,3.0,777000.0,
1369,2007-08-28 00:00:00.000,423,40,8,CR,1.0,20990.0,
1372,2007-09-19 00:00:00.000,466,36,8,CR,3.0,1077000.0,
1374,2007-10-04 00:00:00.000,443,29,1,CN,1.0,210000.0,
1377,2007-10-21 00:00:00.000,287,6,1,CR,1.0,55000.0,
1380,2007-11-01 00:00:00.000,402,34,10,CN,3.0,597000.0,
1381,2007-11-07 00:00:00.000,409,14,8,CN,2.0,400000.0,
1382,2007-11-14 00:00:00.000,343,2,10,CN,1.0,54900.0,
1384,2007-11-21 00:00:00.000,304,17,1,CR,1.0,229000.0,
1386,2007-11-29 00:00:00.000,336,24,1,CR,1.0,150900.0,
1403,2008-02-29 00:00:00.000,452,28,8,CN,1.0,190000.0,
1406,2008-03-17 00:00:00.000,278,38,10,CR,4.0,19960.0,
1407,2008-03-26 00:00:00.000,334,21,8,CR,3.0,362700.0,
1408,2008-04-04 00:00:00.000,345,6,10,CN,2.0,110000.0,
1412,2008-04-19 00:00:00.000,205,24,1,CR,3.0,452700.0,
1416,2008-05-20 00:00:00.000,443,38,10,CN,3.0,14970.0,
1418,2008-06-04 00:00:00.000,384,30,1,CR,1.0,240000.0,
1421,2008-06-23 00:00:00.000,287,9,8,CR,2.0,279800.0,
1425,2008-07-16 00:00:00.000,322,1,10,CR,1.0,39900.0,
1426,2008-07-24 00:00:00.000,6,42,1,CR,2.0,15960.0,
1433,2008-08-30 00:00:00.000,266,13,8,CR,1.0,159900.0,
1435,2008-09-13 00:00:00.000,450,20,1,CR,3.0,332700.0,
1439,2008-10-06 00:00:00.000,249,34,8,CR,2.0,398000.0,
1442,2008-10-22 00:00:00.000,244,14,1,CR,1.0,200000.0,
1446,2008-11-13 00:00:00.000,408,43,10,CR,2.0,27960.0,
1449,2008-11-25 00:00:00.000,384,15,8,CR,1.0,190000.0,
1451,2008-12-09 00:00:00.000,359,2,8,CN,3.0,164700.0,
1452,2008-12-10 00:00:00.000,249,4,1,CN,3.0,92700.0,
1454,2008-12-11 00:00:00.000,373,35,10,CR,2.0,438000.0,
1455,2008-12-18 00:00:00.000,218,44,8,CR,3.0,71940.0,
1474,2009-02-09 00:00:00.000,383,24,10,CR,3.0,452700.0,
1483,2009-04-17 00:00:00.000,443,2,10,CR,2.0,109800.0,
1484,2009-04-21 00:00:00.000,304,22,8,CR,2.0,200000.0,
1489,2009-05-18 00:00:00.000,207,30,1,CR,3.0,720000.0,
1491,2009-05-20 00:00:00.000,208,21,8,CR,4.0,483600.0,
1492,2009-05-23 00:00:00.000,410,21,1,CN,2.0,241800.0,
1499,2009-07-07 00:00:00.000,217,38,8,CN,3.0,14970.0,
1502,2009-07-16 00:00:00.000,323,39,1,CR,2.0,21980.0,
1503,2009-07-16 00:00:00.000,353,11,10,CR,1.0,159900.0,
1518,2009-10-16 00:00:00.000,272,23,10,CR,3.0,422700.0,
1523,2009-11-09 00:00:00.000,386,18,8,CR,3.0,777000.0,
1527,2009-12-01 00:00:00.000,410,8,10,CN,2.0,259800.0,
1528,2009-12-02 00:00:00.000,333,19,8,CN,2.0,600000.0,
1530,2009-12-10 00:00:00.000,275,4,1,CR,4.0,123600.0,
1531,2009-12-14 00:00:00.000,322,4,10,CR,1.0,30900.0,
1532,2009-12-19 00:00:00.000,408,41,10,CR,4.0,120000.0,
1534,2010-01-06 00:00:00.000,306,21,12,CN,4.0,483600.0,
1535,2010-01-12 00:00:00.000,469,10,8,CN,2.0,238000.0,
1536,2010-01-23 00:00:00.000,453,15,12,CN,4.0,760000.0,
1537,2010-01-27 00:00:00.000,272,34,4,CR,1.0,199000.0,
1538,2010-01-31 00:00:00.000,276,14,2,CR,2.0,400000.0,
1539,2010-02-01 00:00:00.000,364,36,5,CR,1.0,359000.0,
1540,2010-02-03 00:00:00.000,423,28,5,CR,4.0,760000.0,
1541,2010-02-09 00:00:00.000,304,5,8,CN,3.0,135000.0,
1542,2010-02-15 00:00:00.000,278,16,1,CN,3.0,627000.0,
1543,2010-02-22 00:00:00.000,375,40,2,CN,4.0,83960.0,
1544,2010-03-03 00:00:00.000,304,24,5,CR,3.0,452700.0,
1545,2010-03-05 00:00:00.000,1,22,4,CR,4.0,400000.0,
1546,2010-03-10 00:00:00.000,257,18,2,CR,1.0,259000.0,
1547,2010-03-10 00:00:00.000,374,29,12,CR,4.0,840000.0,
1548,2010-03-11 00:00:00.000,205,29,6,CN,2.0,420000.0,
1549,2010-03-20 00:00:00.000,287,31,12,CN,2.0,562000.0,
1550,2010-03-29 00:00:00.000,211,10,11,CN,1.0,119000.0,
1551,2010-04-04 00:00:00.000,404,38,1,CR,3.0,14970.0,
1552,2010-04-05 00:00:00.000,360,4,10,CR,4.0,123600.0,
1553,2010-04-07 00:00:00.000,450,12,12,CR,3.0,509700.0,
1554,2010-04-11 00:00:00.000,359,27,10,CR,2.0,342000.0,
1555,2010-04-15 00:00:00.000,334,17,4,CN,3.0,687000.0,
1556,2010-04-18 00:00:00.000,329,34,4,CN,4.0,796000.0,
1557,2010-04-24 00:00:00.000,287,30,11,CN,4.0,960000.0,
1558,2010-04-30 00:00:00.000,459,20,10,CR,4.0,443600.0,
1559,2010-05-11 00:00:00.000,459,20,8,CR,4.0,443600.0,
1560,2010-05-22 00:00:00.000,249,7,3,CR,1.0,70000.0,
1561,2010-05-27 00:00:00.000,5,14,4,CR,1.0,200000.0,
1562,2010-06-03 00:00:00.000,319,10,10,CN,2.0,238000.0,
1563,2010-06-06 00:00:00.000,459,1,7,CN,4.0,159600.0,
1564,2010-06-17 00:00:00.000,287,2,7,CN,1.0,54900.0,
1565,2010-06-20 00:00:00.000,294,28,7,CR,4.0,760000.0,
1566,2010-06-20 00:00:00.000,410,20,8,CR,3.0,332700.0,
1567,2010-06-28 00:00:00.000,275,44,2,CR,4.0,95920.0,
1568,2010-07-09 00:00:00.000,453,6,11,CR,2.0,110000.0,
1569,2010-07-11 00:00:00.000,422,19,2,CN,3.0,900000.0,
1570,2010-07-20 00:00:00.000,422,22,11,CN,3.0,300000.0,
1571,2010-07-25 00:00:00.000,450,31,1,CN,4.0,1124000.0,
1572,2010-08-03 00:00:00.000,359,27,12,CR,2.0,342000.0,
1573,2010-08-03 00:00:00.000,433,13,7,CR,3.0,479700.0,
1574,2010-08-09 00:00:00.000,443,43,9,CR,2.0,27960.0,
1575,2010-08-09 00:00:00.000,282,5,5,CR,3.0,135000.0,
1576,2010-08-17 00:00:00.000,394,27,12,CN,2.0,342000.0,
1577,2010-08-23 00:00:00.000,226,11,6,CN,1.0,159900.0,
1578,2010-09-02 00:00:00.000,459,16,3,CN,1.0,209000.0,
1579,2010-09-10 00:00:00.000,421,11,10,CR,3.0,479700.0,
1580,2010-09-20 00:00:00.000,409,7,11,CR,1.0,70000.0,
1581,2010-09-25 00:00:00.000,281,11,5,CR,3.0,479700.0,
1582,2010-10-05 00:00:00.000,292,26,10,CR,4.0,724000.0,
1583,2010-10-09 00:00:00.000,401,8,4,CN,2.0,259800.0,
1584,2010-10-20 00:00:00.000,260,27,1,CN,1.0,171000.0,
1585,2010-10-29 00:00:00.000,250,7,9,CN,3.0,210000.0,
1586,2010-10-31 00:00:00.000,409,25,1,CR,3.0,422700.0,
1587,2010-11-01 00:00:00.000,203,35,10,CR,3.0,657000.0,
1588,2010-11-05 00:00:00.000,453,26,5,CR,2.0,362000.0,
1589,2010-11-10 00:00:00.000,443,12,7,CR,2.0,339800.0,
1590,2010-11-12 00:00:00.000,261,2,5,CN,3.0,164700.0,
1591,2010-11-21 00:00:00.000,3,11,4,CN,2.0,319800.0,
1592,2010-12-01 00:00:00.000,433,29,9,CN,3.0,630000.0,
1593,2010-12-10 00:00:00.000,367,7,12,CR,3.0,210000.0,
1594,2010-12-16 00:00:00.000,257,40,4,CR,2.0,41980.0,
1595,2010-12-16 00:00:00.000,217,19,10,CR,1.0,300000.0,
1596,2010-12-20 00:00:00.000,282,9,6,CR,4.0,559600.0,
1597,2010-12-20 00:00:00.000,322,35,6,CN,3.0,657000.0,
1598,2010-12-26 00:00:00.000,336,40,10,CN,1.0,20990.0,
1599,2010-12-30 00:00:00.000,334,17,2,CN,3.0,687000.0,
1600,2011-01-08 00:00:00.000,6,35,6,CR,1.0,219000.0,
1601,2011-01-10 00:00:00.000,342,1,8,CR,4.0,159600.0,
1602,2011-01-14 00:00:00.000,232,11,1,CR,2.0,319800.0,
1603,2011-01-25 00:00:00.000,459,1,5,CR,3.0,119700.0,
1604,2011-01-28 00:00:00.000,294,29,10,CN,2.0,420000.0,
1605,2011-02-01 00:00:00.000,272,28,10,CN,2.0,380000.0,
1606,2011-02-06 00:00:00.000,394,27,8,CN,4.0,684000.0,
1607,2011-02-09 00:00:00.000,343,19,11,CR,3.0,900000.0,
1608,2011-02-19 00:00:00.000,382,30,4,CR,3.0,720000.0,
1609,2011-02-19 00:00:00.000,329,25,8,CR,1.0,140900.0,
1610,2011-02-22 00:00:00.000,382,29,9,CR,2.0,420000.0,
1611,2011-02-25 00:00:00.000,288,40,2,CN,3.0,62970.0,
1612,2011-02-25 00:00:00.000,348,41,5,CN,2.0,60000.0,
1613,2011-02-28 00:00:00.000,281,6,10,CN,3.0,165000.0,
1614,2011-03-01 00:00:00.000,239,3,5,CR,1.0,68900.0,
1615,2011-03-01 00:00:00.000,206,34,9,CR,3.0,597000.0,
1616,2011-03-10 00:00:00.000,370,17,6,CR,4.0,916000.0,
1617,2011-03-12 00:00:00.000,222,36,10,CR,3.0,1077000.0,
1618,2011-03-18 00:00:00.000,452,16,12,CN,3.0,627000.0,
1619,2011-03-24 00:00:00.000,221,17,6,CN,2.0,458000.0,
1620,2011-03-30 00:00:00.000,450,40,7,CN,2.0,41980.0,
1621,2011-04-01 00:00:00.000,302,20,10,CR,3.0,332700.0,
1622,2011-04-08 00:00:00.000,385,1,3,CR,2.0,79800.0,
1623,2011-04-13 00:00:00.000,374,16,1,CR,3.0,627000.0,
1624,2011-04-19 00:00:00.000,215,43,8,CR,4.0,55920.0,
1625,2011-04-28 00:00:00.000,388,28,1,CN,4.0,760000.0,
1626,2011-05-02 00:00:00.000,207,14,6,CN,1.0,200000.0,
1627,2011-05-13 00:00:00.000,350,35,9,CN,2.0,438000.0,
1628,2011-05-18 00:00:00.000,211,1,4,CR,1.0,39900.0,
1629,2011-05-21 00:00:00.000,401,15,6,CR,2.0,380000.0,
1630,2011-05-22 00:00:00.000,282,9,5,CR,2.0,279800.0,
1631,2011-05-24 00:00:00.000,410,20,11,CR,1.0,110900.0,
1632,2011-06-01 00:00:00.000,333,13,7,CN,3.0,479700.0,
1633,2011-06-08 00:00:00.000,394,8,2,CN,2.0,259800.0,
1634,2011-06-13 00:00:00.000,324,5,3,CN,3.0,135000.0,
1635,2011-06-14 00:00:00.000,329,25,5,CR,2.0,281800.0,
1636,2011-06-17 00:00:00.000,288,3,12,CR,1.0,68900.0,
1637,2011-06-22 00:00:00.000,386,3,4,CR,4.0,275600.0,
1638,2011-06-28 00:00:00.000,367,44,10,CR,1.0,23980.0,
1639,2011-07-08 00:00:00.000,324,2,4,CN,2.0,109800.0,
1640,2011-07-09 00:00:00.000,457,37,3,CN,4.0,1276000.0,
1641,2011-07-09 00:00:00.000,453,7,1,CN,2.0,140000.0,
1642,2011-07-11 00:00:00.000,275,22,2,CR,3.0,300000.0,
1643,2011-07-21 00:00:00.000,323,38,4,CR,3.0,14970.0,
1644,2011-07-23 00:00:00.000,263,30,8,CR,1.0,240000.0,
1645,2011-08-02 00:00:00.000,398,42,1,CR,3.0,23940.0,
1646,2011-08-06 00:00:00.000,372,7,5,CN,3.0,210000.0,
1647,2011-08-09 00:00:00.000,383,19,11,CN,4.0,1200000.0,
1648,2011-08-14 00:00:00.000,453,10,11,CN,1.0,119000.0,
1649,2011-08-23 00:00:00.000,453,17,6,CR,4.0,916000.0,
1650,2011-08-28 00:00:00.000,201,38,7,CR,4.0,19960.0,
1651,2011-09-07 00:00:00.000,439,26,9,CR,2.0,362000.0,
1652,2011-09-12 00:00:00.000,323,22,5,CR,2.0,200000.0,
1653,2011-09-15 00:00:00.000,452,32,3,CN,4.0,1036000.0,
1654,2011-09-21 00:00:00.000,364,39,6,CN,4.0,43960.0,
1655,2011-09-29 00:00:00.000,275,23,3,CN,4.0,563600.0,
1656,2011-10-03 00:00:00.000,287,26,4,CR,4.0,724000.0,
1657,2011-10-09 00:00:00.000,319,21,6,CR,2.0,241800.0,
1658,2011-10-20 00:00:00.000,345,14,8,CR,2.0,400000.0,
1659,2011-10-28 00:00:00.000,391,32,10,CR,2.0,518000.0,
1660,2011-10-28 00:00:00.000,466,17,5,CN,4.0,916000.0,
1661,2011-11-07 00:00:00.000,203,4,4,CN,1.0,30900.0,
1662,2011-11-16 00:00:00.000,342,13,12,CN,3.0,479700.0,
1663,2011-11-22 00:00:00.000,457,45,2,CR,4.0,131960.0,
1664,2011-11-23 00:00:00.000,374,30,1,CR,2.0,480000.0,
1665,2011-12-03 00:00:00.000,318,25,8,CR,1.0,140900.0,
1666,2011-12-05 00:00:00.000,232,18,4,CR,3.0,777000.0,
1667,2011-12-09 00:00:00.000,304,29,9,CN,4.0,840000.0,
1668,2011-12-17 00:00:00.000,401,26,4,CN,2.0,362000.0,
1669,2011-12-21 00:00:00.000,263,11,4,CN,1.0,159900.0,
1670,2011-12-25 00:00:00.000,345,34,6,CR,4.0,796000.0,
1671,2012-01-02 00:00:00.000,392,30,6,CR,3.0,720000.0,
1672,2012-01-12 00:00:00.000,253,32,9,CR,1.0,259000.0,
1673,2012-01-15 00:00:00.000,239,20,9,CR,2.0,221800.0,
1674,2012-01-26 00:00:00.000,207,17,1,CN,1.0,229000.0,
1675,2012-02-01 00:00:00.000,459,15,3,CN,1.0,190000.0,
1676,2012-02-04 00:00:00.000,329,34,9,CN,1.0,199000.0,
1677,2012-02-12 00:00:00.000,205,13,3,CR,1.0,159900.0,
1678,2012-02-23 00:00:00.000,374,24,2,CR,1.0,150900.0,
1679,2012-02-25 00:00:00.000,1,10,8,CR,1.0,119000.0,
1680,2012-03-05 00:00:00.000,457,13,7,CR,1.0,159900.0,
1681,2012-03-10 00:00:00.000,292,44,12,CN,4.0,95920.0,
1682,2012-03-17 00:00:00.000,398,43,6,CN,2.0,27960.0,
1683,2012-03-18 00:00:00.000,409,12,1,CN,1.0,169900.0,
1684,2012-03-28 00:00:00.000,3,43,7,CR,2.0,27960.0,
1685,2012-04-03 00:00:00.000,222,22,12,CR,2.0,200000.0,
1686,2012-04-09 00:00:00.000,440,8,11,CR,2.0,259800.0,
1687,2012-04-20 00:00:00.000,304,37,7,CR,4.0,1276000.0,
1688,2012-04-22 00:00:00.000,288,9,2,CN,2.0,279800.0,
1689,2012-05-01 00:00:00.000,439,41,6,CN,4.0,120000.0,
1690,2012-05-12 00:00:00.000,203,6,4,CN,3.0,165000.0,
1691,2012-05-14 00:00:00.000,281,7,11,CR,1.0,70000.0,
1692,2012-05-23 00:00:00.000,257,9,3,CR,2.0,279800.0,
1693,2012-05-31 00:00:00.000,287,45,2,CR,3.0,479700.0,
1694,2012-06-05 00:00:00.000,386,27,8,CR,3.0,513000.0,
1695,2012-06-09 00:00:00.000,203,43,8,CN,3.0,41940.0,
1696,2012-06-16 00:00:00.000,306,11,8,CN,4.0,639600.0,
1697,2012-06-16 00:00:00.000,409,1,9,CN,3.0,119700.0,
1698,2012-06-20 00:00:00.000,443,22,2,CR,3.0,300000.0,
1699,2012-06-25 00:00:00.000,409,26,2,CR,4.0,724000.0,
1700,2012-07-06 00:00:00.000,323,44,8,CR,2.0,47960.0,
1701,2012-07-14 00:00:00.000,208,4,1,CR,2.0,61800.0,
1702,2012-07-22 00:00:00.000,308,42,7,CN,2.0,15960.0,
1703,2012-07-31 00:00:00.000,217,36,6,CN,4.0,1436000.0,
1704,2012-08-01 00:00:00.000,372,7,7,CN,3.0,210000.0,
1705,2012-08-03 00:00:00.000,292,5,9,CR,4.0,180000.0,
1706,2012-08-09 00:00:00.000,439,14,2,CR,1.0,200000.0,
1707,2012-08-13 00:00:00.000,322,27,12,CR,2.0,342000.0,
1708,2012-08-22 00:00:00.000,342,45,11,CR,3.0,98970.0,
1709,2012-08-30 00:00:00.000,3,2,12,CN,3.0,164700.0,
1710,2012-09-09 00:00:00.000,359,2,9,CN,3.0,164700.0,
1711,2012-09-19 00:00:00.000,294,3,2,CN,2.0,137800.0,
1712,2012-09-25 00:00:00.000,350,27,4,CR,3.0,513000.0,
1713,2012-10-02 00:00:00.000,374,2,9,CR,2.0,109800.0,
1714,2012-10-09 00:00:00.000,3,6,1,CR,4.0,220000.0,
1715,2012-10-13 00:00:00.000,442,44,2,CR,4.0,95920.0,
1716,2012-10-14 00:00:00.000,263,10,2,CN,3.0,357000.0,
1717,2012-10-24 00:00:00.000,375,6,1,CN,4.0,220000.0,
1718,2012-10-31 00:00:00.000,208,34,8,CN,3.0,597000.0,
1719,2012-11-06 00:00:00.000,207,16,6,CR,1.0,209000.0,
1720,2012-11-17 00:00:00.000,359,29,10,CR,2.0,420000.0,
1721,2012-11-20 00:00:00.000,360,1,11,CR,3.0,119700.0,
1722,2012-11-28 00:00:00.000,232,24,2,CR,4.0,603600.0,
1723,2012-12-01 00:00:00.000,459,39,9,CN,2.0,21980.0,
1731,2000-04-23 00:00:00.000,457,44,1,CR,1.0,23980.0,
1732,2000-05-03 00:00:00.000,3,8,1,CR,2.0,259800.0,
1739,2000-06-05 00:00:00.000,288,20,8,CN,3.0,332700.0,
1742,2000-06-18 00:00:00.000,306,42,8,CN,2.0,15960.0,
1745,2000-07-02 00:00:00.000,292,3,10,CR,2.0,137800.0,
1746,2000-07-13 00:00:00.000,409,21,1,CR,4.0,483600.0,
1750,2000-08-13 00:00:00.000,232,32,10,CR,1.0,259000.0,
1759,2000-10-14 00:00:00.000,281,28,8,CR,3.0,570000.0,
1760,2000-10-20 00:00:00.000,366,1,10,CR,4.0,159600.0,
1762,2000-11-03 00:00:00.000,263,7,1,CR,1.0,70000.0,
1763,2000-11-08 00:00:00.000,359,20,8,CR,4.0,443600.0,
1766,2000-11-23 00:00:00.000,457,9,10,CN,2.0,279800.0,
1772,2000-12-27 00:00:00.000,2,42,8,CR,3.0,23940.0,
1794,2001-03-26 00:00:00.000,372,22,8,CN,3.0,300000.0,
1798,2001-04-29 00:00:00.000,222,28,8,CN,1.0,190000.0,
1804,2001-05-31 00:00:00.000,244,36,8,CR,4.0,1436000.0,
1807,2001-06-17 00:00:00.000,342,24,1,CN,3.0,452700.0,
1811,2001-07-09 00:00:00.000,440,44,8,CN,3.0,71940.0,
1820,2001-08-29 00:00:00.000,239,26,1,CR,2.0,362000.0,
1823,2001-09-18 00:00:00.000,375,41,8,CN,4.0,120000.0,
1824,2001-09-28 00:00:00.000,353,39,8,CN,3.0,32970.0,
1825,2001-09-30 00:00:00.000,250,31,1,CN,3.0,843000.0,
1826,2001-09-30 00:00:00.000,399,7,8,CN,1.0,70000.0,
1827,2001-10-08 00:00:00.000,266,23,10,CR,1.0,140900.0,
1828,2001-10-11 00:00:00.000,244,12,8,CR,2.0,339800.0,
1830,2001-10-23 00:00:00.000,333,6,1,CR,1.0,55000.0,
1833,2001-11-14 00:00:00.000,319,7,10,CR,2.0,140000.0,
1841,2001-12-19 00:00:00.000,398,10,1,CR,4.0,476000.0,
1846,2002-01-23 00:00:00.000,294,28,10,CR,3.0,570000.0,
1849,2002-02-11 00:00:00.000,372,35,1,CN,2.0,438000.0,
1852,2002-02-14 00:00:00.000,215,24,8,CN,3.0,452700.0,
